"","n_companies","ads_per_company","tot_ads","cum_prop_ads","cum_prop_companies","cum_n_companies"
"93",1,263,263,29.3313069908815,0.210340330655,100
"94",2,261,522,29.5296352583587,0.2145471372681,102
"95",2,260,520,29.7272036474164,0.2187539438812,104
"96",1,256,256,29.8244680851064,0.22085734718775,105
"97",1,254,254,29.9209726443769,0.2229607504943,106
"98",2,253,506,30.1132218844985,0.2271675571074,108
"99",1,252,252,30.2089665653495,0.22927096041395,109
"100",1,251,251,30.3043313069909,0.2313743637205,110
"101",1,249,249,30.3989361702128,0.23347776702705,111
"102",1,248,248,30.4931610942249,0.2355811703336,112
"103",1,246,246,30.5866261398176,0.23768457364015,113
"104",1,245,245,30.6797112462006,0.2397879769467,114
"105",2,239,478,30.8613221884498,0.2439947835598,116
"106",1,238,238,30.9517477203647,0.24609818686635,117
"107",1,237,237,31.0417933130699,0.2482015901729,118
"108",1,236,236,31.1314589665654,0.25030499347945,119
"109",1,232,232,31.2196048632219,0.252408396786,120
"110",1,228,228,31.3062310030395,0.25451180009255,121
"111",1,227,227,31.3924772036474,0.2566152033991,122
"112",1,225,225,31.4779635258359,0.25871860670565,123
"113",2,224,448,31.6481762917933,0.26292541331875,125
"114",1,221,221,31.7321428571429,0.2650288166253,126
"115",1,219,219,31.8153495440729,0.26713221993185,127
"116",2,218,436,31.9810030395137,0.27133902654495,129
"117",1,217,217,32.0634498480243,0.2734424298515,130
"118",1,216,216,32.1455167173252,0.27554583315805,131
"119",2,212,424,32.3066109422492,0.27975263977115,133
"120",2,210,420,32.4661854103343,0.28395944638425,135
"121",1,209,209,32.5455927051672,0.2860628496908,136
"122",2,208,416,32.7036474164134,0.2902696563039,138
"123",1,203,203,32.7807750759878,0.29237305961045,139
"124",1,202,202,32.8575227963526,0.294476462917,140
"125",2,201,402,33.0102583586626,0.2986832695301,142
"126",1,198,198,33.0854863221885,0.30078667283665,143
"127",2,196,392,33.2344224924012,0.30499347944975,145
"128",1,194,194,33.3081306990881,0.3070968827563,146
"129",3,192,576,33.5269756838906,0.31340709267595,149
"130",1,191,191,33.5995440729483,0.3155104959825,150
"131",1,189,189,33.6713525835866,0.31761389928905,151
"132",2,188,376,33.8142097264438,0.32182070590215,153
"133",1,184,184,33.8841185410334,0.3239241092087,154
"134",1,181,181,33.9528875379939,0.32602751251525,155
"135",2,180,360,34.0896656534954,0.33023431912835,157
"136",1,179,179,34.1576747720365,0.3323377224349,158
"137",1,177,177,34.2249240121581,0.33444112574145,159
"138",2,176,352,34.3586626139818,0.33864793235455,161
"139",6,174,1044,34.7553191489362,0.35126835219385,167
"140",1,171,171,34.8202887537994,0.3533717555004,168
"141",3,170,510,35.0140577507599,0.35968196542005,171
"142",3,169,507,35.2066869300912,0.3659921753397,174
"143",1,168,168,35.2705167173252,0.36809557864625,175
"144",2,167,334,35.3974164133739,0.37230238525935,177
"145",1,166,166,35.4604863221885,0.3744057885659,178
"146",2,165,330,35.5858662613982,0.378612595179,180
"147",1,164,164,35.6481762917933,0.38071599848555,181
"148",2,163,326,35.7720364741641,0.38492280509865,183
"149",4,162,648,36.0182370820669,0.39333641832485,187
"150",2,160,320,36.1398176291793,0.39754322493795,189
"151",1,159,159,36.2002279635258,0.3996466282445,190
"152",1,158,158,36.2602583586626,0.40175003155105,191
"153",1,157,157,36.3199088145897,0.4038534348576,192
"154",2,155,310,36.4376899696049,0.4080602414707,194
"155",2,154,308,36.5547112462006,0.4122670480838,196
"156",3,153,459,36.729103343465,0.41857725800345,199
"157",1,150,150,36.786094224924,0.42068066131,200
"158",2,147,294,36.8977963525836,0.4248874679231,202
"159",2,146,292,37.0087386018237,0.4290942745362,204
"160",2,145,290,37.1189209726444,0.4333010811493,206
"161",2,144,288,37.2283434650456,0.4375078877624,208
"162",2,143,286,37.3370060790274,0.4417146943755,210
"163",1,142,142,37.3909574468085,0.44381809768205,211
"164",1,141,141,37.4445288753799,0.4459215009886,212
"165",2,140,280,37.5509118541033,0.4501283076017,214
"166",3,139,417,37.7093465045593,0.45643851752135,217
"167",2,138,276,37.8142097264438,0.46064532413445,219
"168",1,137,137,37.8662613981763,0.462748727441,220
"169",1,135,135,37.9175531914894,0.46485213074755,221
"170",1,134,134,37.9684650455927,0.4669555340541,222
"171",3,133,399,38.1200607902736,0.47326574397375,225
"172",5,132,660,38.370820668693,0.4837827605065,230
"173",2,131,262,38.4703647416413,0.4879895671196,232
"174",1,129,129,38.519376899696,0.49009297042615,233
"175",3,128,384,38.665273556231,0.496403180345799,236
"176",1,126,126,38.7131458966565,0.49850658365235,237
"177",2,125,250,38.8081306990881,0.502713390265449,239
"178",1,124,124,38.8552431610942,0.504816793571999,240
"179",5,123,615,39.088905775076,0.515333810104749,245
"180",1,122,122,39.1352583586626,0.517437213411299,246
"181",4,121,484,39.3191489361702,0.525850826637499,250
"182",2,120,240,39.4103343465046,0.5300576332506,252
"183",1,119,119,39.455547112462,0.532161036557149,253
"184",5,118,590,39.6797112462006,0.542678053089899,258
"185",3,117,351,39.8130699088146,0.54898826300955,261
"186",3,116,348,39.9452887537994,0.555298472929199,264
"187",4,115,460,40.1200607902736,0.563712086155399,268
"188",2,114,228,40.2066869300912,0.567918892768499,270
"189",3,113,339,40.3354863221885,0.574229102688149,273
"190",5,112,560,40.5482522796353,0.584746119220899,278
"191",2,111,222,40.6325987841945,0.588952925833999,280
"192",4,110,440,40.7997720364742,0.597366539060199,284
"193",4,109,436,40.9654255319149,0.605780152286399,288
"194",1,108,108,41.0064589665653,0.607883555592949,289
"195",4,107,428,41.1690729483283,0.616297168819149,293
"196",1,106,106,41.2093465045593,0.618400572125699,294
"197",2,105,210,41.2891337386018,0.622607378738799,296
"198",2,104,208,41.3681610942249,0.626814185351899,298
"199",3,103,309,41.4855623100304,0.633124395271549,301
"200",2,102,204,41.5630699088146,0.637331201884649,303
"201",3,101,303,41.6781914893617,0.643641411804299,306
"202",4,100,400,41.8301671732523,0.652055025030499,310
"203",3,99,297,41.943009118541,0.658365234950149,313
"204",4,98,392,42.0919452887538,0.666778848176349,317
"205",4,97,388,42.2393617021277,0.675192461402549,321
"206",9,96,864,42.5676291793313,0.694123091161499,330
"207",4,95,380,42.7120060790274,0.702536704387699,334
"208",6,93,558,42.9240121580547,0.715157124226999,340
"209",2,92,184,42.9939209726444,0.719363930840099,342
"210",2,91,182,43.0630699088146,0.723570737453199,344
"211",6,90,540,43.2682370820669,0.736191157292499,350
"212",3,89,267,43.3696808510638,0.742501367212149,353
"213",8,88,704,43.6371580547112,0.759328593664549,361
"214",11,87,957,44.0007598784195,0.782466030036599,372
"215",7,86,602,44.2294832826748,0.797189853182449,379
"216",4,85,340,44.3586626139818,0.805603466408649,383
"217",11,84,924,44.709726443769,0.828740902780699,394
"218",6,83,498,44.8989361702128,0.841361322619999,400
"219",8,82,656,45.1481762917933,0.858188549072399,408
"220",5,81,405,45.3020516717325,0.868705565605149,413
"221",6,80,480,45.4844224924012,0.881325985444449,419
"222",6,79,474,45.6645136778115,0.893946405283749,425
"223",8,78,624,45.9015957446809,0.910773631736149,433
"224",5,77,385,46.0478723404255,0.921290648268899,438
"225",8,76,608,46.2788753799392,0.938117874721299,446
"226",7,75,525,46.4783434650456,0.952841697867149,453
"227",9,74,666,46.7313829787234,0.971772327626099,462
"228",7,73,511,46.9255319148936,0.986496150771949,469
"229",3,72,216,47.0075987841945,0.992806360691599,472
"230",4,71,284,47.1155015197568,1.0012199739178,476
"231",8,70,560,47.3282674772036,1.0180472003702,484
"232",6,69,414,47.4855623100304,1.0306676202095,490
"233",9,68,612,47.718085106383,1.04959824996845,499
"234",8,67,536,47.9217325227964,1.06642547642085,507
"235",12,66,792,48.2226443768997,1.09166631609945,519
"236",11,65,715,48.4943009118541,1.1148037524715,530
"237",8,64,512,48.688829787234,1.1316309789239,538
"238",11,63,693,48.9521276595745,1.15476841529595,549
"239",10,62,620,49.1876899696049,1.17580244836145,559
"240",10,61,610,49.419452887538,1.19683648142695,569
"241",9,60,540,49.6246200607903,1.2157671111859,578
"242",13,59,767,49.9160334346505,1.24311135417105,591
"243",14,58,812,50.2245440729483,1.27255900046275,605
"244",13,57,741,50.5060790273556,1.2999032434479,618
"245",10,56,560,50.7188449848024,1.3209372765134,628
"246",10,55,550,50.927811550152,1.3419713095789,638
"247",12,54,648,51.1740121580547,1.3672121492575,650
"248",13,53,689,51.4357902735562,1.39455639224265,663
"249",18,52,936,51.7914133738602,1.43241765176055,681
"250",13,51,663,52.0433130699088,1.4597618947457,694
"251",15,50,750,52.3282674772036,1.49131294434395,709
"252",11,49,539,52.5330547112462,1.514450380716,720
"253",16,48,768,52.8248480243161,1.5481048336208,736
"254",21,47,987,53.1998480243161,1.59227630305835,757
"255",7,46,322,53.322188449848,1.6070001262042,764
"256",10,45,450,53.4931610942249,1.6280341592697,774
"257",20,44,880,53.8275075987842,1.6701022254007,794
"258",11,43,473,54.0072188449848,1.69323966177275,805
"259",15,42,630,54.2465805471125,1.724790711371,820
"260",23,41,943,54.6048632218845,1.77316898742165,843
"261",28,40,1120,55.0303951367781,1.83206428000505,871
"262",31,39,1209,55.4897416413374,1.8972697825081,902
"263",21,38,798,55.7929331306991,1.94144125194565,923
"264",19,37,703,56.0600303951368,1.9814059147701,942
"265",25,36,900,56.4019756838906,2.03399099743385,967
"266",17,35,595,56.6280395136778,2.0697488536452,984
"267",16,34,544,56.834726443769,2.10340330655,1000
"268",24,33,792,57.1356382978723,2.1538849859072,1024
"269",28,32,896,57.4760638297872,2.2127802784906,1052
"270",36,31,1116,57.9000759878419,2.2885027975264,1088
"271",44,30,1320,58.4015957446809,2.3810525430146,1132
"272",27,29,783,58.6990881458967,2.43784443229145,1159
"273",37,28,1036,59.0927051671732,2.5156703546338,1196
"274",44,27,1188,59.5440729483283,2.608220100122,1240
"275",27,26,702,59.8107902735562,2.66501198939885,1267
"276",43,25,1075,60.2192249240122,2.7554583315805,1310
"277",61,24,1464,60.7754559270517,2.88376593328005,1371
"278",54,23,1242,61.2473404255319,2.99734971183375,1425
"279",63,22,1386,61.7739361702128,3.1298641201464,1488
"280",69,21,1449,62.3244680851064,3.27499894829835,1557
"281",71,20,1420,62.8639817629179,3.4243405830634,1628
"282",93,19,1767,63.5353343465046,3.61995709057255,1721
"283",74,18,1332,64.0414133738602,3.77560893525725,1795
"284",91,17,1547,64.629179331307,3.9670186361533,1886
"285",112,16,1792,65.3100303951368,4.2025998064869,1998
"286",95,15,1425,65.851443768997,4.40242312060915,2093
"287",144,14,2016,66.6174012158055,4.70531319675235,2237
"288",185,13,2405,67.5311550151976,5.09444280846409,2422
"289",168,12,2016,68.2971124620061,5.44781456396449,2590
"290",213,11,2343,69.1873100303951,5.89583946825964,2803
"291",264,10,2640,70.1903495440729,6.45113794118884,3067
"292",309,9,2781,71.2469604863222,7.10108956291279,3376
"293",368,8,2944,72.3655015197568,7.87514197972319,3744
"294",493,7,3451,73.6766717325228,8.91211980985234,4237
"295",738,6,4428,75.3590425531915,10.4644314500862,4975
"296",987,5,4935,77.2340425531915,12.5404905136511,5962
"297",1674,4,6696,79.7781155015197,16.0615876488158,7636
"298",2978,3,8934,83.1724924012158,22.3255226957217,10614
"299",7362,2,14724,88.766717325228,37.8107778385428,17976
"300",29566,1,29566,100,100,47542
